Wk,Date,Rk.1,Prev,Chng,team,team_location
9,2017-01-02,1,1,-,Villanova,"Villanova, Pennsylvania"
10,2017-01-09,3,1,2,Villanova,"Villanova, Pennsylvania"
11,2017-01-16,1,3,2,Villanova,"Villanova, Pennsylvania"
12,2017-01-23,1,1,-,Villanova,"Villanova, Pennsylvania"
13,2017-01-30,4,1,3,Villanova,"Villanova, Pennsylvania"
14,2017-02-06,2,4,2,Villanova,"Villanova, Pennsylvania"
15,2017-02-13,2,2,-,Villanova,"Villanova, Pennsylvania"
16,2017-02-20,2,2,-,Villanova,"Villanova, Pennsylvania"
17,2017-02-27,2,2,-,Villanova,"Villanova, Pennsylvania"
18,2017-03-06,2,2,-,Villanova,"Villanova, Pennsylvania"
19,Final,1,2,1,Villanova,"Villanova, Pennsylvania"
1,Preseason,11,,—,Villanova,"Villanova, Pennsylvania"
2,2015-11-16,11,11,-,Villanova,"Villanova, Pennsylvania"
3,2015-11-23,8,11,3,Villanova,"Villanova, Pennsylvania"
4,2015-11-30,8,8,-,Villanova,"Villanova, Pennsylvania"
5,2015-12-07,9,8,1,Villanova,"Villanova, Pennsylvania"
6,2015-12-14,12,9,3,Villanova,"Villanova, Pennsylvania"
7,2015-12-21,17,12,5,Villanova,"Villanova, Pennsylvania"
8,2015-12-28,16,17,1,Villanova,"Villanova, Pennsylvania"
9,2016-01-04,11,16,5,Villanova,"Villanova, Pennsylvania"
10,2016-01-11,6,11,5,Villanova,"Villanova, Pennsylvania"
11,2016-01-18,4,6,2,Villanova,"Villanova, Pennsylvania"
12,2016-01-25,6,4,2,Villanova,"Villanova, Pennsylvania"
13,2016-02-01,3,6,3,Villanova,"Villanova, Pennsylvania"
14,2016-02-08,1,3,2,Villanova,"Villanova, Pennsylvania"
15,2016-02-15,1,1,-,Villanova,"Villanova, Pennsylvania"
16,2016-02-22,1,1,-,Villanova,"Villanova, Pennsylvania"
17,2016-02-29,3,1,2,Villanova,"Villanova, Pennsylvania"
18,2016-03-07,3,3,-,Villanova,"Villanova, Pennsylvania"
19,Final,6,3,3,Villanova,"Villanova, Pennsylvania"
1,Preseason,12,,—,Villanova,"Villanova, Pennsylvania"
2,2014-11-17,12,12,-,Villanova,"Villanova, Pennsylvania"
3,2014-11-24,12,12,-,Villanova,"Villanova, Pennsylvania"
4,2014-12-01,10,12,2,Villanova,"Villanova, Pennsylvania"
5,2014-12-08,7,10,3,Villanova,"Villanova, Pennsylvania"
6,2014-12-15,7,7,-,Villanova,"Villanova, Pennsylvania"
7,2014-12-22,7,7,-,Villanova,"Villanova, Pennsylvania"
8,2014-12-29,6,7,1,Villanova,"Villanova, Pennsylvania"
9,2015-01-05,8,6,2,Villanova,"Villanova, Pennsylvania"
10,2015-01-12,5,8,3,Villanova,"Villanova, Pennsylvania"
11,2015-01-19,4,5,1,Villanova,"Villanova, Pennsylvania"
12,2015-01-26,7,4,3,Villanova,"Villanova, Pennsylvania"
13,2015-02-02,7,7,-,Villanova,"Villanova, Pennsylvania"
14,2015-02-09,6,7,1,Villanova,"Villanova, Pennsylvania"
15,2015-02-16,6,6,-,Villanova,"Villanova, Pennsylvania"
16,2015-02-23,6,6,-,Villanova,"Villanova, Pennsylvania"
17,2015-03-02,4,6,2,Villanova,"Villanova, Pennsylvania"
18,2015-03-09,4,4,-,Villanova,"Villanova, Pennsylvania"
19,Final,2,4,2,Villanova,"Villanova, Pennsylvania"
5,2013-12-02,14,,,Villanova,"Villanova, Pennsylvania"
6,2013-12-09,10,14,4,Villanova,"Villanova, Pennsylvania"
7,2013-12-16,8,10,2,Villanova,"Villanova, Pennsylvania"
8,2013-12-23,8,8,-,Villanova,"Villanova, Pennsylvania"
9,2013-12-30,11,8,3,Villanova,"Villanova, Pennsylvania"
10,2014-01-06,8,11,3,Villanova,"Villanova, Pennsylvania"
11,2014-01-13,6,8,2,Villanova,"Villanova, Pennsylvania"
12,2014-01-20,4,6,2,Villanova,"Villanova, Pennsylvania"
13,2014-01-27,9,4,5,Villanova,"Villanova, Pennsylvania"
14,2014-02-03,6,9,3,Villanova,"Villanova, Pennsylvania"
15,2014-02-10,6,6,-,Villanova,"Villanova, Pennsylvania"
16,2014-02-17,9,6,3,Villanova,"Villanova, Pennsylvania"
17,2014-02-24,8,9,1,Villanova,"Villanova, Pennsylvania"
18,2014-03-03,6,8,2,Villanova,"Villanova, Pennsylvania"
19,2014-03-10,3,6,3,Villanova,"Villanova, Pennsylvania"
20,Final,6,3,3,Villanova,"Villanova, Pennsylvania"
1,Preseason,6,,—,Villanova,"Villanova, Pennsylvania"
2,2010-11-15,6,6,-,Villanova,"Villanova, Pennsylvania"
3,2010-11-22,7,6,1,Villanova,"Villanova, Pennsylvania"
4,2010-11-29,12,7,5,Villanova,"Villanova, Pennsylvania"
5,2010-12-06,12,12,-,Villanova,"Villanova, Pennsylvania"
6,2010-12-13,10,12,2,Villanova,"Villanova, Pennsylvania"
7,2010-12-20,8,10,2,Villanova,"Villanova, Pennsylvania"
8,2010-12-27,8,8,-,Villanova,"Villanova, Pennsylvania"
9,2011-01-03,7,8,1,Villanova,"Villanova, Pennsylvania"
10,2011-01-10,7,7,-,Villanova,"Villanova, Pennsylvania"
11,2011-01-17,7,7,-,Villanova,"Villanova, Pennsylvania"
12,2011-01-24,8,7,1,Villanova,"Villanova, Pennsylvania"
13,2011-01-31,12,8,4,Villanova,"Villanova, Pennsylvania"
14,2011-02-07,9,12,3,Villanova,"Villanova, Pennsylvania"
15,2011-02-14,15,9,6,Villanova,"Villanova, Pennsylvania"
16,2011-02-21,15,15,-,Villanova,"Villanova, Pennsylvania"
17,2011-02-28,19,15,4,Villanova,"Villanova, Pennsylvania"
1,Preseason,5,,—,Villanova,"Villanova, Pennsylvania"
2,2009-11-16,5,5,-,Villanova,"Villanova, Pennsylvania"
3,2009-11-23,4,5,1,Villanova,"Villanova, Pennsylvania"
4,2009-11-30,3,4,1,Villanova,"Villanova, Pennsylvania"
5,2009-12-07,3,3,-,Villanova,"Villanova, Pennsylvania"
6,2009-12-14,8,3,5,Villanova,"Villanova, Pennsylvania"
7,2009-12-21,8,8,-,Villanova,"Villanova, Pennsylvania"
8,2009-12-28,8,8,-,Villanova,"Villanova, Pennsylvania"
9,2010-01-04,6,8,2,Villanova,"Villanova, Pennsylvania"
10,2010-01-11,4,6,2,Villanova,"Villanova, Pennsylvania"
11,2010-01-18,4,4,-,Villanova,"Villanova, Pennsylvania"
12,2010-01-25,3,4,1,Villanova,"Villanova, Pennsylvania"
13,2010-02-01,2,3,1,Villanova,"Villanova, Pennsylvania"
14,2010-02-08,4,2,2,Villanova,"Villanova, Pennsylvania"
15,2010-02-15,3,4,1,Villanova,"Villanova, Pennsylvania"
16,2010-02-22,7,3,4,Villanova,"Villanova, Pennsylvania"
17,2010-03-01,9,7,2,Villanova,"Villanova, Pennsylvania"
18,2010-03-08,10,9,1,Villanova,"Villanova, Pennsylvania"
19,Final,9,10,1,Villanova,"Villanova, Pennsylvania"
1,Preseason,23,,—,Villanova,"Villanova, Pennsylvania"
2,2008-11-17,23,23,-,Villanova,"Villanova, Pennsylvania"
3,2008-11-24,20,23,3,Villanova,"Villanova, Pennsylvania"
4,2008-12-01,17,20,3,Villanova,"Villanova, Pennsylvania"
5,2008-12-08,15,17,2,Villanova,"Villanova, Pennsylvania"
6,2008-12-15,18,15,3,Villanova,"Villanova, Pennsylvania"
7,2008-12-22,18,18,-,Villanova,"Villanova, Pennsylvania"
8,2008-12-29,15,18,3,Villanova,"Villanova, Pennsylvania"
9,2009-01-05,18,15,3,Villanova,"Villanova, Pennsylvania"
10,2009-01-12,23,18,5,Villanova,"Villanova, Pennsylvania"
11,2009-01-19,20,23,3,Villanova,"Villanova, Pennsylvania"
12,2009-01-26,21,20,1,Villanova,"Villanova, Pennsylvania"
13,2009-02-02,17,21,4,Villanova,"Villanova, Pennsylvania"
14,2009-02-09,13,17,4,Villanova,"Villanova, Pennsylvania"
15,2009-02-16,12,13,1,Villanova,"Villanova, Pennsylvania"
16,2009-02-23,10,12,2,Villanova,"Villanova, Pennsylvania"
17,2009-03-02,11,10,1,Villanova,"Villanova, Pennsylvania"
18,2009-03-09,10,11,1,Villanova,"Villanova, Pennsylvania"
19,Final,11,10,1,Villanova,"Villanova, Pennsylvania"
2,2007-11-12,24,,,Villanova,"Villanova, Pennsylvania"
3,2007-11-19,20,24,4,Villanova,"Villanova, Pennsylvania"
5,2007-12-03,25,,,Villanova,"Villanova, Pennsylvania"
6,2007-12-10,23,25,2,Villanova,"Villanova, Pennsylvania"
7,2007-12-17,20,23,3,Villanova,"Villanova, Pennsylvania"
8,2007-12-24,18,20,2,Villanova,"Villanova, Pennsylvania"
9,2007-12-31,17,18,1,Villanova,"Villanova, Pennsylvania"
10,2008-01-07,19,17,2,Villanova,"Villanova, Pennsylvania"
11,2008-01-14,25,19,6,Villanova,"Villanova, Pennsylvania"
12,2008-01-21,18,25,7,Villanova,"Villanova, Pennsylvania"
1,Preseason,5,,—,Villanova,"Villanova, Pennsylvania"
2,2005-11-14,5,5,-,Villanova,"Villanova, Pennsylvania"
3,2005-11-21,4,5,1,Villanova,"Villanova, Pennsylvania"
4,2005-11-28,4,4,-,Villanova,"Villanova, Pennsylvania"
5,2005-12-05,4,4,-,Villanova,"Villanova, Pennsylvania"
6,2005-12-12,3,4,1,Villanova,"Villanova, Pennsylvania"
7,2005-12-19,3,3,-,Villanova,"Villanova, Pennsylvania"
8,2005-12-26,3,3,-,Villanova,"Villanova, Pennsylvania"
9,2006-01-02,3,3,-,Villanova,"Villanova, Pennsylvania"
10,2006-01-09,3,3,-,Villanova,"Villanova, Pennsylvania"
11,2006-01-16,8,3,5,Villanova,"Villanova, Pennsylvania"
12,2006-01-23,6,8,2,Villanova,"Villanova, Pennsylvania"
13,2006-01-30,4,6,2,Villanova,"Villanova, Pennsylvania"
14,2006-02-06,4,4,-,Villanova,"Villanova, Pennsylvania"
15,2006-02-13,4,4,-,Villanova,"Villanova, Pennsylvania"
16,2006-02-20,2,4,2,Villanova,"Villanova, Pennsylvania"
17,2006-02-27,4,2,2,Villanova,"Villanova, Pennsylvania"
18,2006-03-06,2,4,2,Villanova,"Villanova, Pennsylvania"
19,Final,3,2,1,Villanova,"Villanova, Pennsylvania"
13,2005-01-31,24,,,Villanova,"Villanova, Pennsylvania"
14,2005-02-07,22,24,2,Villanova,"Villanova, Pennsylvania"
15,2005-02-14,25,22,3,Villanova,"Villanova, Pennsylvania"
16,2005-02-21,23,25,2,Villanova,"Villanova, Pennsylvania"
17,2005-02-28,19,23,4,Villanova,"Villanova, Pennsylvania"
18,2005-03-07,19,19,-,Villanova,"Villanova, Pennsylvania"
19,Final,19,19,-,Villanova,"Villanova, Pennsylvania"
1,Preseason,7,,—,Villanova,"Villanova, Pennsylvania"
2,1996-11-18,6,7,1,Villanova,"Villanova, Pennsylvania"
3,1996-11-25,5,6,1,Villanova,"Villanova, Pennsylvania"
4,1996-12-02,5,5,-,Villanova,"Villanova, Pennsylvania"
5,1996-12-09,4,5,1,Villanova,"Villanova, Pennsylvania"
6,1996-12-16,10,4,6,Villanova,"Villanova, Pennsylvania"
7,1996-12-23,10,10,-,Villanova,"Villanova, Pennsylvania"
8,1996-12-30,10,10,-,Villanova,"Villanova, Pennsylvania"
9,1997-01-06,8,10,2,Villanova,"Villanova, Pennsylvania"
10,1997-01-13,16,8,8,Villanova,"Villanova, Pennsylvania"
11,1997-01-20,12,16,4,Villanova,"Villanova, Pennsylvania"
12,1997-01-27,14,12,2,Villanova,"Villanova, Pennsylvania"
13,1997-02-03,16,14,2,Villanova,"Villanova, Pennsylvania"
14,1997-02-10,18,16,2,Villanova,"Villanova, Pennsylvania"
15,1997-02-17,19,18,1,Villanova,"Villanova, Pennsylvania"
16,1997-02-24,18,19,1,Villanova,"Villanova, Pennsylvania"
17,1997-03-03,21,18,3,Villanova,"Villanova, Pennsylvania"
18,Final,20,21,1,Villanova,"Villanova, Pennsylvania"
1,Preseason,3,,—,Villanova,"Villanova, Pennsylvania"
2,1995-11-20,3,3,-,Villanova,"Villanova, Pennsylvania"
3,1995-11-27,3,3,-,Villanova,"Villanova, Pennsylvania"
4,1995-12-04,2,3,1,Villanova,"Villanova, Pennsylvania"
5,1995-12-11,2,2,-,Villanova,"Villanova, Pennsylvania"
6,1995-12-18,7,2,5,Villanova,"Villanova, Pennsylvania"
7,1995-12-25,8,7,1,Villanova,"Villanova, Pennsylvania"
8,1996-01-01,8,8,-,Villanova,"Villanova, Pennsylvania"
9,1996-01-08,7,8,1,Villanova,"Villanova, Pennsylvania"
